sleeper_id,name,team,pos,opp,proj,pass_comp,pass_att,pass_yd,pass_td,pass_int,rush_att,rush_yd,rush_td,rec,rec_yd,rec_td,fum_lost,two_pt,xpm,xpa,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,sacks,defs_int,defs_fum_rec,defs_td,safety,blk_kick,ret_td,pts_allowed
wicksd1,Dontayvion Wicks,GB,WR,@NYG,8.3,0,0,0,0,0,0,0,0,4,44.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenk1,Keenan Allen,LAC,WR,@JAX,8.2,0,0,0,0,0,0,0,0,4.6,46.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worthx1,Xavier Worthy,KC,WR,@DEN,8.1,0,0,0,0,0,1.4,9.2,0,3.6,36.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hollim1,Mack Hollins,NE,WR,NYJ,8,0,0,0,0,0,0,0,0,3.5,41.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaher1,Rashid Shaheed,SEA,WR,@LAR,7.9,0,0,0,0,0,0.9,4.9,0,3,34.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washim2,Malik Washington,MIA,WR,WAS,7.8,0,0,0,0,0,1.5,8.7,0,3.5,31.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsom2,Michael Wilson,ARI,WR,SF,7.8,0,0,0,0,0,0,0,0,3.5,40.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colemk1,Keon Coleman,BUF,WR,TB,7.7,0,0,0,0,0,0,0,0,3.8,41.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moored4,D.J. Moore,CHI,WR,@MIN,7.7,0,0,0,0,0,0.5,2.6,0,3.4,41.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dougld2,Demario Douglas,NE,WR,NYJ,7.6,0,0,0,0,0,0,0,0,2.7,43,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayomae1,Elic Ayomanor,TEN,WR,HOU,7.4,0,0,0,0,0,0,0,0,2.8,37.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dikec1,Chimere Dike,TEN,WR,HOU,7.2,0,0,0,0,0,0.4,2.1,0,3.2,39.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuppc1,Cooper Kupp,SEA,WR,@LAR,6.9,0,0,0,0,0,0,0,0,3.7,44.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeudyj1,Jerry Jeudy,CLE,WR,BAL,6.5,0,0,0,0,0,0,0,0,2.8,39.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austic1,Calvin Austin III,PIT,WR,CIN,6.4,0,0,0,0,0,0,0,0,3.3,29.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nailoj1,Jalen Nailor,MIN,WR,CHI,6,0,0,0,0,0,0.5,1.8,0,2.4,32.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooned1,Darnell Mooney,ATL,WR,CAR,5.8,0,0,0,0,0,0,0,0,2.6,33.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shepas1,Sterling Shepard,TB,WR,@BUF,5.7,0,0,0,0,0,0.2,1.6,0,3.4,32,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dortcg1,Greg Dortch,ARI,WR,SF,5.7,0,0,0,0,0,0.5,2.2,0.1,2.2,22.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locket1,Tyler Lockett,LV,WR,DAL,5.6,0,0,0,0,0,0,0,0,3.2,29.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willik7,Kyle Williams,NE,WR,NYJ,5.4,0,0,0,0,0,0,0,0,1.4,28.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownm6,Hollywood Brown,KC,WR,@DEN,5.4,0,0,0,0,0,0,0,0,1.8,27.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legetx1,Xavier Legette,CAR,WR,@ATL,5.3,0,0,0,0,0,0,0,0,2.8,28.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iosiva1,Andrei Iosivas,CIN,WR,@PIT,5.3,0,0,0,0,0,0.2,0.9,0,2.4,33.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turpik1,KaVontae Turpin,DAL,WR,@LV,5.1,0,0,0,0,0,0.6,3.4,0,2,30.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bournk1,Kendrick Bourne,SF,WR,@ARI,5.1,0,0,0,0,0,0,0,0,2.2,30.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
